,Fact,Note
9844,"
        Quand Chuck Norris se ballade en ville, personne ne vient le déranger pour un sondage.
 ",6.69 / 10 
9845,"
        Chuck Norris boit sa bière dans des crânes de vikings.
 ",6.69 / 10 
9846,"
        Chuck Norris ne se brule jamais la langue sur son café. C'est son café qui se brule.
 ",6.69 / 10 
9847,"
        Le 12 juillet 1998, ce n'est pas Zidane qui marque les deux buts, c'est Chuck Norris qui portait un masque.
 ",6.69 / 10 
9848,"
        Chuck Norris n'est pas un héros, les héros se cachent quand Chuck Norris rapplique.
 ",6.69 / 10 
9849,"
        Chuck Norris est tellement rapide qu'il arrive à jouer le Boléro de Ravel tout seul.
 ",6.69 / 10 
9850,"
        Quand Chuck Norris va chez le tailleur celui-ci ne lui propose pas de retouche...nul ne touche Chuck Norris !
 ",6.69 / 10 
9851,"
        Chuck Norris peut dissoudre un mur de béton en crachant dessus.
 ",6.69 / 10 
9852,"
        Chuck Norris à réussi à manger la côte d'Azur
 ",6.69 / 10 
9853,"
        Chuck Norris arrive prendre des Paniers de yoplait sans déchirer le carton qui a autour...
 ",6.69 / 10 
9854,"
        Chuck Norris ne s'arréte pas aux péages.
 ",6.69 / 10 
9855,"
        Quand Chuck Norris éternue, il ne fait pas ""atchoum"" mais ""DIE EVERYONE !"". C'est ce qui arrive ensuite.
 ",6.69 / 10 
9856,"
        Chuck Norris a joué dans Anaconda. C'était lui qui faisait le serpent.
 ",6.69 / 10 
9857,"
        Chuck Norris peut jouer tout Rachmaninov d'une seule main.
 ",6.69 / 10 
9858,"
        Les joueurs de foot ne jouent pas pour l'argent, ils jouent pour Chuck Norris
 ",6.68 / 10 
9859,"
        Quand chuck norris pette dans une pièce, il fait voler les portes et les fenêtres.
 ",6.68 / 10 
9860,"
        Dans la fin alternantive de Dallas, c'est Chuck Norris qui tue J.R
 ",6.68 / 10 
9861,"
        Si tu veux sortir avec une fille, il faut demander la permission à Chuck Norris.
 ",6.68 / 10 
9862,"
        À l'origine du cyclone Dean il y a un éternuement de Chuck Norris
 ",6.68 / 10 
9863,"
        Tsun Tsu a écrit ""l'art de Chuck Norris""
 ",6.68 / 10 
9864,"
        La peur est la seule émotion que Chuck Norris peut percevoir chez autrui. Il peut aussi détecter l'espoir, c'est à dire ""j'espère que je ne vais pas prendre un coup de savate de Chuck Norris"".
 ",6.68 / 10 
9865,"
        Chuck Norris tue tout les auteurs de quotes qui ont eu beaucoup de (berk)
 ",6.68 / 10 
9866,"
        Chuck Norris trouve que Marvin de Sin city fait cucul et guimauve.
 ",6.68 / 10 
9867,"
        On estime que le système nerveux humain comprend environ 100 milliards de neurones.
C'est ce que produit le cerveaux de Chuck Norris par seconde.
 ",6.68 / 10 
9868,"
        Jimi Hendrix savait jouer de la guitare avec les dents, Chuck Norris sait jouer des dents avec de la guitare.
 ",6.68 / 10 
9869,"
        Chuck Norris maîtrise le patinage artistique, sans patin.
 ",6.68 / 10 
9870,"
        ca ne servait a rien d'inventer Cilik Bang, un seul produit pour tout nettoyer, Chuck existait déjà et il a nettoyé Cilik Bang.
 ",6.68 / 10 
9871,"
        Chuck Norris m'a interdit de parler de lui.
 ",6.68 / 10 
9872,"
        Contrairement à tous, Chuck Norris n'a pas besoin d'amis, il se suffit à lui-même...
 ",6.68 / 10 
9873,"
        C'est Chuck Norris qui a appris aux castors à faire des HLM.
 ",6.68 / 10 
9874,"
        ""Chuck Norris"" est en fait l'acronyme du sens de la vie.
 ",6.67 / 10 
9875,"
        Spiderman n'affrontera jamais Chuck Norris car il n'y aurait alors pas de suite.
 ",6.67 / 10 
9876,"
        Depuis Chuck Norris Dieu est devenu mortel.
 ",6.67 / 10 
9877,"
        En prison, si Chuck Norris perd sa savonnette dans les douches, il ne se penche pas pour se faire violer. Ce sont les autres détenus qui se penchent et qui se font violer par Chuck Norris.
 ",6.67 / 10 
9878,"
        Chuck Norris mange tous ses plats avec une cuillère à soupe. Rien n'est solide pour Chuck Norris.
 ",6.67 / 10 
9879,"
        En Arts, le concept du ""Beau"" est relatif à Chuck Norris.
 ",6.67 / 10 
9880,"
        Il est impossible de prendre Chuck Norris en photo, même avec un stabilisateur d'image.
 ",6.67 / 10 
9881,"
        depuis toujours la criminalité est de 0% dans la maison de Chuck Norris
 ",6.67 / 10 
9882,"
        Après avoir visionné Invasion USA, Einstein a dit:""La valeur d'un homme tient dans sa capacité à donner et non dans sa capacité à recevoir"".
 ",6.67 / 10 
9883,"
        Chuck Norris a déjà traduit Harry Potter 7 en 5 langues, incluant le Mandarin et le Japonais.
 ",6.67 / 10 
9884,"
        Tout le monde a été invité chez Michel Drucker dans Vivement Dimanche sauf chuck Norris, car au même moment sur TF1 il est beaucoup trop occupé à taper sur les méchants.
 ",6.67 / 10 
9885,"
        Chuck norris a fait un saut en hauteur par dessus la tour Eiffel en Fosbury vertical
 ",6.67 / 10 
9886,"
        Si j'ai pu voir si loin, c'est parce que j'étais monté sur les épaules de Chuck Norris.
 ",6.67 / 10 
9887,"
        Après son dernier footing autour du monde, Chuck Norris s'est désaltéré au bord de la mer Aral. Son volume s'est divisé par deux depuis.
 ",6.67 / 10 
9888,"
        Adriana Karembeu ne peut pas regarder Chuck Norris dans les yeux.
 ",6.66 / 10 
9889,"
        Pourquoi chuck norris n'est pas encore president des Etat Unis alors que arnold Schwarzenegger est deja gouverneur!
 ",6.66 / 10 
9890,"
        La nuit tombe quand Chuck Norris lui fait son low-kick special grand-mère.
 ",6.66 / 10 
9891,"
        Lorsque Chuck Norris fait une suite à lun de ses films, il est normal dappeler ça une séquelle.
 ",6.66 / 10 
9892,"
        Chuck Norris parle toute les langues. Même le Klingon.
 ",6.66 / 10 
9893,"
        Chuck Norris a inspiré Bruce tout puissant
 ",6.65 / 10 
9894,"
        Chuck Norris fait plus de miseres à Coyote que Bip Bip.
 ",6.65 / 10 
9895,"
        Le roundhouse kick de Chuck Norris est un art martial en soi.
 ",6.65 / 10 
9896,"
        Chuck Norris a passé sa P1 du premier coup.
 ",6.65 / 10 
9897,"
        Chuck Norris n'est pas acteur pour l'argent ni pour le plaisir. Il souhaite juste rendre ce monde meilleur.
 ",6.65 / 10 
9898,"
        Chuck Norris peut voir l'homme invisible.
 ",6.65 / 10 
9899,"
        C'est Chuck Norris qui a tué les parents de Bruce Wayne
 ",6.65 / 10 
9900,"
        Chuck Norris a la classe car il en a déja prise une en otage
 ",6.65 / 10 
9901,"
        Chuck Norris a refusé de jouer dans la série ""24"" car il trouvait Jack Bauer trop sensible !
 ",6.65 / 10 
9902,"
        Chuck Norris était pour la guerre du Vietnam et se trouvait à Dallas, le 22 novembre 1963.
 ",6.64 / 10 
9903,"
        Tyler Durden dit : la seule solution est Chuck Norris.
 ",6.64 / 10 
9904,"
        Chcuk Norris ne nettoie Jamais ses toilettes.Elles ont tellement peur de lui qu'elles le font d'elles meme.
 ",6.64 / 10 
9905,"
        Quand Chuck Norris joue au basket, il prend un ballon en titane.
 ",6.64 / 10 
9906,"
        Les Rice krispies ne crépitent pas dans le bol de Chuck Norris
 ",6.64 / 10 
9907,"
        Quand Chuck Norris était enfant, il avait un  iPhone.
 ",6.64 / 10 
9908,"
        Quand Chuck Norris prend des vacances bien méritées pour se reposer il part en stage commando avec la légion.
Courir trentes kilomètres le matin avant le petit déjeuner ça l'ennui d'ailleurs ... il va changer de club pour trouver quelque chose de plus sportif.
 ",6.64 / 10 
9909,"
        Chuck Norris n'a pas eu besoin de medecin lorsqu'il est né, il connaissait déjà la prise du lookik pour se sortir lui même.
 ",6.64 / 10 
9910,"
        Il n'y a pas eu de fin du monde en l'an 2000 car Chuck Norris était toujours en vie, contrairement au désir de Dieu.
 ",6.64 / 10 
9911,"
        chuck norris ne regarde pas dans les yeux , il menace , ou il execute.
 ",6.64 / 10 
9912,"
        C'est Chuck Norris qui a construit le mont Everest.
 ",6.64 / 10 
9913,"
        Chuck Norris a inventé l'écran TV ""au plasma""
 ",6.64 / 10 
9914,"
        Chuck Norris fait régulièrement varier le prix du baril de  pétrole brut par la pensée.
 ",6.64 / 10 
9915,"
        Chuck Norris est la cause des marées, ou plus exactement c'est sa respiration...
 ",6.64 / 10 
9916,"
        La Joconde sourit pour endormir la méfiance de Chuck Norris.
 ",6.64 / 10 
9917,"
        Chuck norris a deja fait de l'ULM rien qu'avec son gilet
 ",6.63 / 10 
9918,"
        Si Chuck Norris avait joué James Bond, son nom de code n'aurait pas été 007 mais 666...
 ",6.63 / 10 
9919,"
        C'est Chuck Norris qui a roulé la pierre pour que Jésus puisse sortir de sa tombe
 ",6.63 / 10 
9920,"
        Chuck Norris ne rate jamais la poubelle.
 ",6.63 / 10 
9921,"
        Chuck Norris ne mâche pas les chewing-gum, il les laisse fondre.
 ",6.63 / 10 
9922,"
        Quand Chuck Norris joue à Out Run, la Ferrari est remplacée par un pick-up.
 ",6.63 / 10 
9923,"
        Chuck Norris n'utilise que la carte du ciel sur son GPS.
 ",6.63 / 10 
9924,"
        Quand Chuck Norris s'éveillera le monde tremblera.
 ",6.63 / 10 
9925,"
        Parfois, Chuck Norris fait pipi du haut de son nuage. Ainsi sont nées les fameuses pluies acides.
 ",6.63 / 10 
9926,"
        La télécommunication n'existe pas, Chuck Norris poste les mails.
 ",6.63 / 10 
9927,"
        Chuck Norris calcule plus vite que les autistes
 ",6.63 / 10 
9928,"
        Chuck Norris a inventé Géo Trouvetou.
 ",6.63 / 10 
9929,"
        Chuck Norris chante ""le poinçonneur des lilas"" lorsqu'il visite les trous noirs
 ",6.62 / 10 
9930,"
        Quand Chuck Norris va chez l'hypnotiseur, c'est l'hypnotiseur qui s'endort.
 ",6.62 / 10 
9931,"
        Les tours de magie  de David Blaine ne marchent jamais sur Chuck Norris.
 ",6.62 / 10 
9932,"
        Chuck Norris ne crie pas dans les Montagnes Russes
 ",6.62 / 10 
9933,"
        Chuck Norris n'a pas mauvaise haleine le matin! Il est bien au dessus de ça.
 ",6.62 / 10 
9934,"
        Chuck Norris est comme une enzyme, il reste intact en fin de combat
 ",6.62 / 10 
9935,"
        Un jour, Chuck Norris s'est fait attaquer et piquer par un tout un essaim d'abeilles tueuses. Ca l'a un peu démangé.
 ",6.61 / 10 
9936,"
        « Même les mémés aiment la castagne ». La grand-mère de Nougaro adorait Chuck Norris.
 ",6.61 / 10 
9937,"
        Si les chiens aboient entre eux dans tout le quartier, c'est pour se prévenir de l'arrivée de Chuck Norris.
 ",6.61 / 10 
9938,"
        Chuck Norris ne peut pas jouer a cache cache : on le voit trop dans l'univers
 ",6.61 / 10 
9939,"
        L'émission ""questions pour un champion"" s'appelle ainsi car c'est une erreur de traduction du titre d'une émission yougoslave : ""questions pour un Chuck Norris""
 ",6.61 / 10 
9940,"
        Chuck Norris sait faire une rhinoplastie en 5 secondes.
 ",6.61 / 10 
9941,"
        Si tu souffles sur Chuck Norris, tu perdras le tien dans le centième de seconde qui suit...
 ",6.6 / 10 
9942,"
        La garde se meurt et se rend à Chuck Norris
 ",6.6 / 10 
9943,"
        Lors de l'accouchement de sa génitrice, Chuck Norris n'est pas sorti par la voie naturelle ni par la voie césarienne, Chuck Norris est sorti par la voie orale.
 ",6.6 / 10 
9944,"
        Chuck Norris a repeuplé la terre après le déluge
 ",6.6 / 10 
9945,"
        C'est Chuck Norris qui a appris à Michael Jackson comment faire le moonwalk
 ",6.6 / 10 
9946,"
        être ou ne pas être Chuck Norris telle n'est pas la question car c'est déja tout vu
 ",6.6 / 10 
9947,"
        Quand Chuck Norris danse, même la terre s'arrete de tourner pour le voir !
 ",6.6 / 10 
9948,"
        A la visite médicale Chuck fait les biopsies pulmonaires à mains nues !
 ",6.6 / 10 
9949,"
        Les égyptien ont besoin eu les 7 plaies d'Egypte. Mais le monde entier n'en a qu'une ... c'est Chuck Norris
 ",6.6 / 10 
9950,"
        Chuck Norris peut faire du feu avec sa barbe
 ",6.6 / 10 
9951,"
        Juste en posant sa main sur les yeux d'un aveugle Chuck Norris peut lui rendre la vue
 ",6.59 / 10 
9952,"
        Chuck Norris fait cuire un oeuf en 1 minute
 ",6.59 / 10 
9953,"
        Certain(e)s chanteur(se)s sont capables de casser des verres avec leur voix. Chuck Norris le fait par la pensée.
 ",6.59 / 10 
9954,"
        Quand Chuck Norris cligne des yeux, un typhon se déclenche de l'autre côté de la planète.
 ",6.59 / 10 
9955,"
        Delta Force est le seul poster dans la chambre de Dieu. Dans celle de Chuck aussi...
 ",6.59 / 10 
9956,"
        Depuis que Chuck Norris se balade sur les toits, les vendeurs de paratonerres ont tous fait faillite.
 ",6.59 / 10 
9957,"
        Quand Chuck Norris va à Las Vegas, il n'a pas à parier. Les casinos lui donnent juste des sacs d'argent.
 ",6.59 / 10 
9958,"
        Marie José Perec ne s'est pas présentée au départ du 400 m à Sydney car elle était au téléphone avec Chuck Norris.
 ",6.59 / 10 
9959,"
        Sauron n'a pas forgé le maître anneau. C'était Chuck Norris.
 ",6.59 / 10 
9960,"
        Chuck Norris peut faire des chateaux de kart.
 ",6.59 / 10 
9961,"
        Chuck Norris a tué son propre fantôme.
 ",6.58 / 10 
9962,"
        Tous les Américains doivent prendre exemple sur Captain America, mais Captain America dit qu'il faut suivre l'exemple de Chuck Norris.
 ",6.58 / 10 
9963,"
        Le jeux vidéo le plus vendue au monde n'est pas MarioBros mais  Chuck Norris supersidekick sur atari 2600
 ",6.58 / 10 
9964,"
        Djibril Cissé a rencontré Chuck Norris dans une boite, ses tibias ont craqué parce qu'il en tremblait encore.
 ",6.58 / 10 
9965,"
        Varg Vikernes ne veut plus sortir de prison parce qu' il est sur, qu'il se fera tué par l'un des plus grand fan de Mayhem ... Chuck Norris.
 ",6.58 / 10 
9966,"
        Quand chuck norris monte sur un vélo, celui ci devient une moto.
 ",6.58 / 10 
9967,"
        Chuck Norris joue a la pétanque avec le système solaire
 ",6.58 / 10 
9968,"
        Chuck Norris a créé la porte des étoile pour botter le cul a dieu plus vite quand il commet une erreur.
 ",6.58 / 10 
9969,"
        Un appareil photo ne rate jamais une prise de vue avec Chuck Norris.
 ",6.58 / 10 
9970,"
        Chuck Norris a inventé la Barbe à Papa en jouant avec sa mère à ""Je te tiens tu me tiens par la barbichette"".
 ",6.58 / 10 
9971,"
        Chuck Norris connaît ses fans en chair et en os...
 ",6.58 / 10 
9972,"
        Chuck Norris peut dormir debout.
 ",6.58 / 10 
9973,"
        La bombe nucléaire a failli s'apeler Chuck Norris's bomb. Mais Chuck Norris trouvait que la puissance de cette arme était un peu faible pour qu'elle puisse porter son nom. Pour consoler les chercheurs, Chuck Norris leur a donné la permission de donner son nom la bombe qui serait capable de détruire tout l'univers...
 ",6.58 / 10 
9974,"
        En juin 1815, Napoléon a perdu la bataille de Waterloo car Wellington et Blücher ont appelé Chuck Norris. D'ailleurs, cela s'est très vite terminé...
 ",6.57 / 10 
9975,"
        Chuck Norris n'est pas allé a l'école, Il savait déja tout.
 ",6.57 / 10 
9976,"
        Les crèpes de Chuck Norris ne collent jamais au plafond.
 ",6.57 / 10 
9977,"
        Chuck Norris peut utiliser Firefox, sans plantages...
 ",6.57 / 10 
9978,"
        Chuck Norris connait par coeur toutes les notices du monde.
 ",6.57 / 10 
9979,"
        Quand Chuck fait de la peinture, il étale la peinture... a coup de lattes.
 ",6.57 / 10 
9980,"
        Si Chuck Norris vomit, les toilettes fondent. Heureusement, Chuck Norris ne vomit pas.
 ",6.57 / 10 
9981,"
        Chuck Norris bat les blancs d'oeufs en neige rien qu'en soufflant dessus.
 ",6.57 / 10 
9982,"
        Le rêve doré de Chuck Norris est de devenir l'ombre de lui même.
 ",6.57 / 10 
9983,"
        Quand Chuck Norris est sous la pluie, les gouttes s'évaporent à 10 cm de lui. En fait, il n'est jamais mouillé.
 ",6.57 / 10 
9984,"
        La jambe droite de Chuck Norris est sponsorisée par Médecins du Monde.
 ",6.57 / 10 
9985,"
        Chuck Norris ne transpire jamais, sinon il aurait une auréole...au-dessus de la tête.
 ",6.57 / 10 
9986,"
        Chuck Norris peut éteindre des bougies en pétant.
 ",6.57 / 10 
9987,"
        Quand Chuck Norris entre dans un café, il fait plouf.
 ",6.57 / 10 
9988,"
        Skynet est l'organizer de Chuck Norris.
 ",6.56 / 10 
9989,"
        Chuck Norris a su qui était Ami dés la fin du 1er chapitre de 20th Century Boys.
 ",6.56 / 10 
9990,"
        Le père noel n'a jamais donné de cadeaux à Chuck Norris, car Chuck Norris EST le père noel
 ",6.56 / 10 
